"gene","log2FoldChange","padj","pvalue","metabolite","comparison","region","row_id"
"Mcf2l",0.2,0.0102142092526718,0.000262463556364643,"GMP","28_vs_12","cor","cor | 28_vs_12 | GMP"
"Pde1a",-0.3,0.026790560681216,0.00125395192758234,"GMP","28_vs_12","cor","cor | 28_vs_12 | GMP"
"Pde7b",0.4,0.0028561802312986,4.02074628292901e-05,"GMP","28_vs_12","cor","cor | 28_vs_12 | GMP"
"Pde8a",-0.4,0.0348331876659147,0.00193467248313946,"GMP","28_vs_12","cor","cor | 28_vs_12 | GMP"
"Rac1",-0.1,0.0247919245191879,0.00111676791673786,"GMP","28_vs_12","cor","cor | 28_vs_12 | GMP"
"Ralgps2",0.3,0.00777337320334983,0.00017634510265748,"GMP","28_vs_12","cor","cor | 28_vs_12 | GMP"
"Rhou",-0.5,0.0277219646116375,0.00132160969455139,"GMP","28_vs_12","cor","cor | 28_vs_12 | GMP"
"Ric8a",-0.2,0.0185342887945398,0.000657494553925788,"GMP","28_vs_12","cor","cor | 28_vs_12 | GMP"
"Arf1",-0.1,0.0196329313518388,0.000715437328922938,"GTP","28_vs_12","cor","cor | 28_vs_12 | GTP"
"Arfgap1",-0.2,0.013498595388058,0.00039261017146826,"GTP","28_vs_12","cor","cor | 28_vs_12 | GTP"
"Arfgap2",-0.2,0.0299881688047794,0.00151309274151886,"GTP","28_vs_12","cor","cor | 28_vs_12 | GTP"
"Arfgap3",-0.3,0.0153580489318899,0.000489209261504808,"GTP","28_vs_12","cor","cor | 28_vs_12 | GTP"
"Arhgap21",0.2,0.0206726677773235,0.00078027865991332,"GTP","28_vs_12","cor","cor | 28_vs_12 | GTP"
"Arhgef9",0.2,0.0155757557081207,0.000498653679101589,"GTP","28_vs_12","cor","cor | 28_vs_12 | GTP"
"Blzf1",0.2,0.013605910667777,0.000399130365091243,"GTP","28_vs_12","cor","cor | 28_vs_12 | GTP"
"Cdc42ep1",-0.5,0.00539487571381805,0.000106561104386367,"GTP","28_vs_12","cor","cor | 28_vs_12 | GTP"
"Eef1a1",-0.2,0.00429442206573396,7.61462061199241e-05,"GTP","28_vs_12","cor","cor | 28_vs_12 | GTP"
"Erc1",0.3,0.0347616117320696,0.00192784876979117,"GTP","28_vs_12","cor","cor | 28_vs_12 | GTP"
"Fpgt",0.4,0.00313273931515289,4.55411256374898e-05,"GTP","28_vs_12","cor","cor | 28_vs_12 | GTP"
"Gmps",0.1,0.0488976500874439,0.00338522192913073,"GTP","28_vs_12","cor","cor | 28_vs_12 | GTP"
"Gnaq",0.1,0.0395518138195804,0.0023462940401446,"GTP","28_vs_12","cor","cor | 28_vs_12 | GTP"
"Gnas",-0.1,0.0168293402407204,0.00057141697280796,"GTP","28_vs_12","cor","cor | 28_vs_12 | GTP"
"Gng8",-1.3,0.0239321940986802,0.00105985928039742,"GTP","28_vs_12","cor","cor | 28_vs_12 | GTP"
"Herc1",0.2,0.0212728235834029,0.000832330586272319,"GTP","28_vs_12","cor","cor | 28_vs_12 | GTP"
"Mcf2l",0.2,0.0102142092526718,0.000262463556364643,"GTP","28_vs_12","cor","cor | 28_vs_12 | GTP"
"Pkm",-0.1,0.00164849782845918,1.74091687229718e-05,"GTP","28_vs_12","cor","cor | 28_vs_12 | GTP"
"Rac1",-0.1,0.0247919245191879,0.00111676791673786,"GTP","28_vs_12","cor","cor | 28_vs_12 | GTP"
"Rasd2",0.3,0.0113168001876312,0.000309109470574802,"GTP","28_vs_12","cor","cor | 28_vs_12 | GTP"
"Rasgrf1",-0.2,0.00087706564004268,7.40398326013926e-06,"GTP","28_vs_12","cor","cor | 28_vs_12 | GTP"
"Rhou",-0.5,0.0277219646116375,0.00132160969455139,"GTP","28_vs_12","cor","cor | 28_vs_12 | GTP"
"Ric8a",-0.2,0.0185342887945398,0.000657494553925788,"GTP","28_vs_12","cor","cor | 28_vs_12 | GTP"
"Rims1",0.1,0.0280129670040916,0.00134593046917436,"GTP","28_vs_12","cor","cor | 28_vs_12 | GTP"
"Rngtt",0.2,0.0376873505255374,0.0021832781023054,"GTP","28_vs_12","cor","cor | 28_vs_12 | GTP"
"Tuba1b",-0.1,0.0482428723349515,0.00332102172005924,"GTP","28_vs_12","cor","cor | 28_vs_12 | GTP"
"Vav3",0.8,0.000865184047721739,7.20141453519164e-06,"GTP","28_vs_12","cor","cor | 28_vs_12 | GTP"
"Pkm",-0.1,0.00164849782845918,1.74091687229718e-05,"ITP","28_vs_12","cor","cor | 28_vs_12 | ITP"
"Pkm",-0.1,0.00164849782845918,1.74091687229718e-05,"UTPpseudoUTP","28_vs_12","cor","cor | 28_vs_12 | UTPpseudoUTP"
"Uap1l1",-0.3,0.0237675256069571,0.00102724051352103,"UTPpseudoUTP","28_vs_12","cor","cor | 28_vs_12 | UTPpseudoUTP"
"Dnmt3a",0.2,0.0458706117387475,0.0030261446596879,"m5dCTP","28_vs_12","cor","cor | 28_vs_12 | m5dCTP"
"Dnmt3a",0.2,0.0458706117387475,0.0030261446596879,"m6dATP","28_vs_12","cor","cor | 28_vs_12 | m6dATP"
"Mettl16",0.3,0.0078329424989555,0.000178207101182234,"mAMP","28_vs_12","cor","cor | 28_vs_12 | mAMP"
"Dnmt3a",0.2,0.0458706117387475,0.0030261446596879,"mCMPhm5dCMP","28_vs_12","cor","cor | 28_vs_12 | mCMPhm5dCMP"
"Dnmt3a",0.2,0.0458706117387475,0.0030261446596879,"mCTPhm5dCTP","28_vs_12","cor","cor | 28_vs_12 | mCTPhm5dCTP"
"Dnmt3a",0.2,0.0458706117387475,0.0030261446596879,"f5dC","28_vs_12","cor","cor | 28_vs_12 | f5dC"
"Dnmt3a",0.2,0.0458706117387475,0.0030261446596879,"m5dC","28_vs_12","cor","cor | 28_vs_12 | m5dC"
"Dnmt3a",0.2,0.0458706117387475,0.0030261446596879,"m6dA","28_vs_12","cor","cor | 28_vs_12 | m6dA"
"Mettl16",0.3,0.0078329424989555,0.000178207101182234,"mA","28_vs_12","cor","cor | 28_vs_12 | mA"
"Dnmt3a",0.2,0.0458706117387475,0.0030261446596879,"mChm5dC","28_vs_12","cor","cor | 28_vs_12 | mChm5dC"
"Uhrf2",0.2,0.0387720357681979,0.00227981592326692,"mChm5dC","28_vs_12","cor","cor | 28_vs_12 | mChm5dC"
"Entpd3",0.4,0.00270622364836136,1.72524540236911e-05,"CMP","12_vs_3","cor","cor | 12_vs_3 | CMP"
"St3gal1",-0.5,0.0163153923913193,0.00026506361370597,"CMP","12_vs_3","cor","cor | 12_vs_3 | CMP"
"Entpd3",0.4,0.00270622364836136,1.72524540236911e-05,"dTMP","12_vs_3","cor","cor | 12_vs_3 | dTMP"
"Ass1",0.4,0.000102363607871323,2.10509201819283e-07,"AMPdGMP","12_vs_3","cor","cor | 12_vs_3 | AMPdGMP"
"Cars",0.2,0.0127629490467537,0.000172705530081568,"AMPdGMP","12_vs_3","cor","cor | 12_vs_3 | AMPdGMP"
"Entpd3",0.4,0.00270622364836136,1.72524540236911e-05,"AMPdGMP","12_vs_3","cor","cor | 12_vs_3 | AMPdGMP"
"Fars2",-0.1,0.035897874336963,0.000941987020146891,"AMPdGMP","12_vs_3","cor","cor | 12_vs_3 | AMPdGMP"
"March1",-0.2,0.0382685248781896,0.00106505491503599,"AMPdGMP","12_vs_3","cor","cor | 12_vs_3 | AMPdGMP"
"Pde7b",0.2,0.0383012931441154,0.00107121796015897,"AMPdGMP","12_vs_3","cor","cor | 12_vs_3 | AMPdGMP"
"Prps1",-0.1,0.0358536143215483,0.000936401635351652,"AMPdGMP","12_vs_3","cor","cor | 12_vs_3 | AMPdGMP"
"Pygm",0.2,0.0383012931441154,0.00107050715674026,"AMPdGMP","12_vs_3","cor","cor | 12_vs_3 | AMPdGMP"
"Ube2b",-0.1,0.00113112576532153,5.11751443043739e-06,"AMPdGMP","12_vs_3","cor","cor | 12_vs_3 | AMPdGMP"
"Ube2w",-0.1,0.0141323108007225,0.000203124630402714,"AMPdGMP","12_vs_3","cor","cor | 12_vs_3 | AMPdGMP"
"Entpd3",0.4,0.00270622364836136,1.72524540236911e-05,"CTP","12_vs_3","cor","cor | 12_vs_3 | CTP"
"Entpd3",0.4,0.00270622364836136,1.72524540236911e-05,"dTTP","12_vs_3","cor","cor | 12_vs_3 | dTTP"
"Cdc42",-0.1,0.021851644063902,0.000431400705401959,"GMP","12_vs_3","cor","cor | 12_vs_3 | GMP"
"Dock1",0.2,0.0394576491165246,0.00113601676918977,"GMP","12_vs_3","cor","cor | 12_vs_3 | GMP"
"Entpd3",0.4,0.00270622364836136,1.72524540236911e-05,"GMP","12_vs_3","cor","cor | 12_vs_3 | GMP"
"Gnb4",-0.5,1.04976138253698e-09,2.15881830793183e-13,"GMP","12_vs_3","cor","cor | 12_vs_3 | GMP"
"Gng12",-0.3,0.0280485644666396,0.00062872776121409,"GMP","12_vs_3","cor","cor | 12_vs_3 | GMP"
"Gng3",-0.1,0.0157224779035585,0.000245731077735902,"GMP","12_vs_3","cor","cor | 12_vs_3 | GMP"
"Hras",-0.1,0.0076892692675706,7.75452583752592e-05,"GMP","12_vs_3","cor","cor | 12_vs_3 | GMP"
"Iqsec3",0.2,0.000905753703001685,3.71796883443966e-06,"GMP","12_vs_3","cor","cor | 12_vs_3 | GMP"
"Kndc1",0.2,0.0382345580478372,0.00104953999715602,"GMP","12_vs_3","cor","cor | 12_vs_3 | GMP"
"Pde7b",0.2,0.0383012931441154,0.00107121796015897,"GMP","12_vs_3","cor","cor | 12_vs_3 | GMP"
"Tiam2",-0.2,0.0141323108007225,0.000204408937411054,"GMP","12_vs_3","cor","cor | 12_vs_3 | GMP"
"Arhgdig",-0.2,0.0101947369493406,0.000125791928357644,"GTP","12_vs_3","cor","cor | 12_vs_3 | GTP"
"Cdc42",-0.1,0.021851644063902,0.000431400705401959,"GTP","12_vs_3","cor","cor | 12_vs_3 | GTP"
"Cdc42se2",-0.1,0.013408974342938,0.000183990803465878,"GTP","12_vs_3","cor","cor | 12_vs_3 | GTP"
"Diras2",-0.3,0.0384892742592886,0.00109077938286452,"GTP","12_vs_3","cor","cor | 12_vs_3 | GTP"
"Dock1",0.2,0.0394576491165246,0.00113601676918977,"GTP","12_vs_3","cor","cor | 12_vs_3 | GTP"
"Entpd2",0.2,0.033258332235497,0.000818463207605116,"GTP","12_vs_3","cor","cor | 12_vs_3 | GTP"
"Entpd3",0.4,0.00270622364836136,1.72524540236911e-05,"GTP","12_vs_3","cor","cor | 12_vs_3 | GTP"
"Fnbp1l",-0.2,0.0374432284867828,0.00100871872739962,"GTP","12_vs_3","cor","cor | 12_vs_3 | GTP"
"Gnb4",-0.5,1.04976138253698e-09,2.15881830793183e-13,"GTP","12_vs_3","cor","cor | 12_vs_3 | GTP"
"Gng12",-0.3,0.0280485644666396,0.00062872776121409,"GTP","12_vs_3","cor","cor | 12_vs_3 | GTP"
"Gng3",-0.1,0.0157224779035585,0.000245731077735902,"GTP","12_vs_3","cor","cor | 12_vs_3 | GTP"
"Hras",-0.1,0.0076892692675706,7.75452583752592e-05,"GTP","12_vs_3","cor","cor | 12_vs_3 | GTP"
"Kndc1",0.2,0.0382345580478372,0.00104953999715602,"GTP","12_vs_3","cor","cor | 12_vs_3 | GTP"
"Mlph",1,0.0464727543622592,0.00148771430539999,"GTP","12_vs_3","cor","cor | 12_vs_3 | GTP"
"Nras",-0.2,0.000102363607871323,2.05553741291938e-07,"GTP","12_vs_3","cor","cor | 12_vs_3 | GTP"
"Rab11fip2",-0.2,0.0314345224909049,0.000738744296190162,"GTP","12_vs_3","cor","cor | 12_vs_3 | GTP"
"Rab11fip5",0.1,0.0455496921329945,0.0014363078133519,"GTP","12_vs_3","cor","cor | 12_vs_3 | GTP"
"Rap2b",-0.2,0.00744882902447793,7.40389504078215e-05,"GTP","12_vs_3","cor","cor | 12_vs_3 | GTP"
"Rasgrf1",0.1,3.79044439443007e-06,4.15732864757891e-09,"GTP","12_vs_3","cor","cor | 12_vs_3 | GTP"
"Sytl1",1.1,0.0112781832033678,0.000144572268921701,"GTP","12_vs_3","cor","cor | 12_vs_3 | GTP"
"Tiam2",-0.2,0.0141323108007225,0.000204408937411054,"GTP","12_vs_3","cor","cor | 12_vs_3 | GTP"
"Tuba1a",-0.1,0.00389136313523122,2.92071162400998e-05,"GTP","12_vs_3","cor","cor | 12_vs_3 | GTP"
"Tuba8",0.4,0.0382345580478372,0.00105120232373305,"GTP","12_vs_3","cor","cor | 12_vs_3 | GTP"
"Tubb2a",-0.3,1.0492982480304e-05,1.51050611520692e-08,"GTP","12_vs_3","cor","cor | 12_vs_3 | GTP"
"Entpd3",0.4,0.00270622364836136,1.72524540236911e-05,"ITP","12_vs_3","cor","cor | 12_vs_3 | ITP"
"Entpd3",0.4,0.00270622364836136,1.72524540236911e-05,"UMPpseudoUMP","12_vs_3","cor","cor | 12_vs_3 | UMPpseudoUMP"
"Entpd3",0.4,0.00270622364836136,1.72524540236911e-05,"UTPpseudoUTP","12_vs_3","cor","cor | 12_vs_3 | UTPpseudoUTP"
"Uap1",-0.1,0.0332250785284254,0.000815367295940245,"UTPpseudoUTP","12_vs_3","cor","cor | 12_vs_3 | UTPpseudoUTP"
"Fto",0.1,0.0207153585025711,0.000389087484898854,"mAMP","12_vs_3","cor","cor | 12_vs_3 | mAMP"
"Fto",0.1,0.0207153585025711,0.000389087484898854,"m6Am","12_vs_3","cor","cor | 12_vs_3 | m6Am"
"Fto",0.1,0.0207153585025711,0.000389087484898854,"mA","12_vs_3","cor","cor | 12_vs_3 | mA"
"Ybx1",-0.1,0.0352942043852233,0.000897597328414988,"mChm5dC","12_vs_3","cor","cor | 12_vs_3 | mChm5dC"
"Lrsam1",0.2,0.0436271610786827,2.7298251755143e-05,"AMPdGMP","21_vs_15","cor","cor | 21_vs_15 | AMPdGMP"
"Cept1",0.2,0.0223454112018604,0.000277429892402241,"CMP","28_vs_15","cor","cor | 28_vs_15 | CMP"
"Adcy1",0.2,0.0461962284112099,0.00106295221709608,"AMPdGMP","28_vs_15","cor","cor | 28_vs_15 | AMPdGMP"
"Birc6",0.3,0.0280057447240227,0.000444721479840841,"AMPdGMP","28_vs_15","cor","cor | 28_vs_15 | AMPdGMP"
"Herc1",0.2,0.0324232036982365,0.000598772954435546,"AMPdGMP","28_vs_15","cor","cor | 28_vs_15 | AMPdGMP"
"Huwe1",0.2,0.0315044965310643,0.000560647706347488,"AMPdGMP","28_vs_15","cor","cor | 28_vs_15 | AMPdGMP"
"Mycbp2",0.2,0.0253600421939003,0.000346985079220663,"AMPdGMP","28_vs_15","cor","cor | 28_vs_15 | AMPdGMP"
"Uba6",0.4,0.0116926314804052,9.28672245396053e-05,"AMPdGMP","28_vs_15","cor","cor | 28_vs_15 | AMPdGMP"
"Ube2b",0.2,0.039638507163557,0.000838309765464957,"AMPdGMP","28_vs_15","cor","cor | 28_vs_15 | AMPdGMP"
"Ube2w",0.2,0.0411065533770175,0.000876949928896475,"AMPdGMP","28_vs_15","cor","cor | 28_vs_15 | AMPdGMP"
"Dock3",0.1,0.0422446088604805,0.000940242956721076,"GMP","28_vs_15","cor","cor | 28_vs_15 | GMP"
"Herc1",0.2,0.0324232036982365,0.000598772954435546,"GMP","28_vs_15","cor","cor | 28_vs_15 | GMP"
"Adcy1",0.2,0.0461962284112099,0.00106295221709608,"GTP","28_vs_15","cor","cor | 28_vs_15 | GTP"
"Arfgap1",-0.2,0.0412448566706343,0.000883709526005463,"GTP","28_vs_15","cor","cor | 28_vs_15 | GTP"
"Dock3",0.1,0.0422446088604805,0.000940242956721076,"GTP","28_vs_15","cor","cor | 28_vs_15 | GTP"
"Eef1a1",-0.2,0.00940309713531573,5.47095603550878e-05,"GTP","28_vs_15","cor","cor | 28_vs_15 | GTP"
"Erc1",0.3,0.0223454112018604,0.000278595355767562,"GTP","28_vs_15","cor","cor | 28_vs_15 | GTP"
"Herc1",0.2,0.0324232036982365,0.000598772954435546,"GTP","28_vs_15","cor","cor | 28_vs_15 | GTP"
"Rasgrf1",-0.2,0.00868225724678385,4.51952577812292e-05,"GTP","28_vs_15","cor","cor | 28_vs_15 | GTP"
"Dnmt3a",0.2,0.0420503743386738,0.000914488832460367,"m5dCTP","28_vs_15","cor","cor | 28_vs_15 | m5dCTP"
"Dnmt3a",0.2,0.0420503743386738,0.000914488832460367,"m6dATP","28_vs_15","cor","cor | 28_vs_15 | m6dATP"
"Mettl16",0.3,0.0320312187335596,0.000577426567150967,"mAMP","28_vs_15","cor","cor | 28_vs_15 | mAMP"
"Dnmt3a",0.2,0.0420503743386738,0.000914488832460367,"mCMPhm5dCMP","28_vs_15","cor","cor | 28_vs_15 | mCMPhm5dCMP"
"Dnmt3a",0.2,0.0420503743386738,0.000914488832460367,"mCTPhm5dCTP","28_vs_15","cor","cor | 28_vs_15 | mCTPhm5dCTP"
"Dnmt3a",0.2,0.0420503743386738,0.000914488832460367,"f5dC","28_vs_15","cor","cor | 28_vs_15 | f5dC"
"Dnmt3a",0.2,0.0420503743386738,0.000914488832460367,"m5dC","28_vs_15","cor","cor | 28_vs_15 | m5dC"
"Dnmt3a",0.2,0.0420503743386738,0.000914488832460367,"m6dA","28_vs_15","cor","cor | 28_vs_15 | m6dA"
"Mettl16",0.3,0.0320312187335596,0.000577426567150967,"mA","28_vs_15","cor","cor | 28_vs_15 | mA"
"Dnmt3a",0.2,0.0420503743386738,0.000914488832460367,"mChm5dC","28_vs_15","cor","cor | 28_vs_15 | mChm5dC"
"Cmpk1",-0.1,0.0492461959100508,0.002400013277809,"CMP","15_vs_3","cor","cor | 15_vs_3 | CMP"
"Entpd3",0.4,0.00180742806213998,1.55357909979596e-05,"CMP","15_vs_3","cor","cor | 15_vs_3 | CMP"
"Cmpk1",-0.1,0.0492461959100508,0.002400013277809,"dCMP","15_vs_3","cor","cor | 15_vs_3 | dCMP"
"Entpd3",0.4,0.00180742806213998,1.55357909979596e-05,"dTMP","15_vs_3","cor","cor | 15_vs_3 | dTMP"
"Aldh7a1",-0.1,0.0439137536871561,0.00185882090696525,"AMPdGMP","15_vs_3","cor","cor | 15_vs_3 | AMPdGMP"
"Ass1",0.5,5.40104994369016e-09,3.50376253239712e-12,"AMPdGMP","15_vs_3","cor","cor | 15_vs_3 | AMPdGMP"
"Cars",0.1,0.031752500359042,0.00103691062023864,"AMPdGMP","15_vs_3","cor","cor | 15_vs_3 | AMPdGMP"
"Entpd3",0.4,0.00180742806213998,1.55357909979596e-05,"AMPdGMP","15_vs_3","cor","cor | 15_vs_3 | AMPdGMP"
"Fars2",-0.2,0.000219497565797868,8.89951207419185e-07,"AMPdGMP","15_vs_3","cor","cor | 15_vs_3 | AMPdGMP"
"Lrsam1",0.2,0.0310587917785886,0.000999865418107337,"AMPdGMP","15_vs_3","cor","cor | 15_vs_3 | AMPdGMP"
"Mgrn1",0.1,0.015619720603525,0.000314116989107541,"AMPdGMP","15_vs_3","cor","cor | 15_vs_3 | AMPdGMP"
"Pde8a",0.3,0.046545629188312,0.00211241932281131,"AMPdGMP","15_vs_3","cor","cor | 15_vs_3 | AMPdGMP"
"Pja1",0.1,0.0451397312103936,0.00200954528336896,"AMPdGMP","15_vs_3","cor","cor | 15_vs_3 | AMPdGMP"
"Slc27a2",0.3,0.0265521903922959,0.000768661366367957,"AMPdGMP","15_vs_3","cor","cor | 15_vs_3 | AMPdGMP"
"Entpd3",0.4,0.00180742806213998,1.55357909979596e-05,"CTP","15_vs_3","cor","cor | 15_vs_3 | CTP"
"Pkm",0.1,0.0479447764844679,0.00225883191189392,"CTP","15_vs_3","cor","cor | 15_vs_3 | CTP"
"Polr2l",-0.2,0.0273481716637418,0.000807227901849012,"CTP","15_vs_3","cor","cor | 15_vs_3 | CTP"
"Entpd3",0.4,0.00180742806213998,1.55357909979596e-05,"dTTP","15_vs_3","cor","cor | 15_vs_3 | dTTP"
"Arhgef17",0.1,0.0440925412150963,0.00189141698854897,"GMP","15_vs_3","cor","cor | 15_vs_3 | GMP"
"Ctnnal1",0.2,0.0355526843549021,0.00130309871297565,"GMP","15_vs_3","cor","cor | 15_vs_3 | GMP"
"Dock1",0.2,0.043938630080267,0.00187056282777653,"GMP","15_vs_3","cor","cor | 15_vs_3 | GMP"
"Entpd3",0.4,0.00180742806213998,1.55357909979596e-05,"GMP","15_vs_3","cor","cor | 15_vs_3 | GMP"
"Gnai2",0.1,0.00773644551338297,0.000112922493708152,"GMP","15_vs_3","cor","cor | 15_vs_3 | GMP"
"Gnb4",-0.4,1.87941242472387e-07,2.28601900509715e-10,"GMP","15_vs_3","cor","cor | 15_vs_3 | GMP"
"Gng10",-0.2,0.040103781819593,0.00159348468144669,"GMP","15_vs_3","cor","cor | 15_vs_3 | GMP"
"Gng13",-0.2,0.0441622276133941,0.00190514961809323,"GMP","15_vs_3","cor","cor | 15_vs_3 | GMP"
"Iqsec3",0.2,0.000431942359775438,2.241672966723e-06,"GMP","15_vs_3","cor","cor | 15_vs_3 | GMP"
"Kndc1",0.3,0.00258432066663318,2.45187737590077e-05,"GMP","15_vs_3","cor","cor | 15_vs_3 | GMP"
"Pde8a",0.3,0.046545629188312,0.00211241932281131,"GMP","15_vs_3","cor","cor | 15_vs_3 | GMP"
"Tiam2",-0.2,0.0403404492683657,0.00162141813189755,"GMP","15_vs_3","cor","cor | 15_vs_3 | GMP"
"Blzf1",-0.2,0.0192119694917235,0.000453347642076836,"GTP","15_vs_3","cor","cor | 15_vs_3 | GTP"
"Cdc42ep1",0.4,0.00086329770058455,5.81038835132319e-06,"GTP","15_vs_3","cor","cor | 15_vs_3 | GTP"
"Cdc42se2",-0.1,0.000495061993536493,2.64953710455794e-06,"GTP","15_vs_3","cor","cor | 15_vs_3 | GTP"
"Diras1",0.2,0.0255029344324446,0.000721742143766069,"GTP","15_vs_3","cor","cor | 15_vs_3 | GTP"
"Dnm3",0.1,0.0109850230933787,0.000187953281925309,"GTP","15_vs_3","cor","cor | 15_vs_3 | GTP"
"Dock1",0.2,0.043938630080267,0.00187056282777653,"GTP","15_vs_3","cor","cor | 15_vs_3 | GTP"
"Eif2a",-0.2,0.0114846494483444,0.000203669082057282,"GTP","15_vs_3","cor","cor | 15_vs_3 | GTP"
"Eif2s1",-0.1,0.0443727793132616,0.00192927971014733,"GTP","15_vs_3","cor","cor | 15_vs_3 | GTP"
"Entpd3",0.4,0.00180742806213998,1.55357909979596e-05,"GTP","15_vs_3","cor","cor | 15_vs_3 | GTP"
"Fpgt",-0.3,0.000431942359775438,2.20061322260248e-06,"GTP","15_vs_3","cor","cor | 15_vs_3 | GTP"
"Gnb4",-0.4,1.87941242472387e-07,2.28601900509715e-10,"GTP","15_vs_3","cor","cor | 15_vs_3 | GTP"
"Gng10",-0.2,0.040103781819593,0.00159348468144669,"GTP","15_vs_3","cor","cor | 15_vs_3 | GTP"
"Gng13",-0.2,0.0441622276133941,0.00190514961809323,"GTP","15_vs_3","cor","cor | 15_vs_3 | GTP"
"Ipo7",-0.2,0.00370969664289645,3.79031606393896e-05,"GTP","15_vs_3","cor","cor | 15_vs_3 | GTP"
"Kndc1",0.3,0.00258432066663318,2.45187737590077e-05,"GTP","15_vs_3","cor","cor | 15_vs_3 | GTP"
"Kpna1",-0.1,0.046041920497257,0.00207737618244704,"GTP","15_vs_3","cor","cor | 15_vs_3 | GTP"
"Nras",-0.2,0.00179828680990719,1.50690784451669e-05,"GTP","15_vs_3","cor","cor | 15_vs_3 | GTP"
"Pkm",0.1,0.0479447764844679,0.00225883191189392,"GTP","15_vs_3","cor","cor | 15_vs_3 | GTP"
"Rasgrf1",0.2,1.87941242472387e-07,2.14444945508636e-10,"GTP","15_vs_3","cor","cor | 15_vs_3 | GTP"
"Tiam2",-0.2,0.0403404492683657,0.00162141813189755,"GTP","15_vs_3","cor","cor | 15_vs_3 | GTP"
"Tppp",-0.2,0.0137778538810711,0.000261435112566546,"GTP","15_vs_3","cor","cor | 15_vs_3 | GTP"
"Entpd3",0.4,0.00180742806213998,1.55357909979596e-05,"ITP","15_vs_3","cor","cor | 15_vs_3 | ITP"
"Pkm",0.1,0.0479447764844679,0.00225883191189392,"ITP","15_vs_3","cor","cor | 15_vs_3 | ITP"
"Cmpk1",-0.1,0.0492461959100508,0.002400013277809,"UMPpseudoUMP","15_vs_3","cor","cor | 15_vs_3 | UMPpseudoUMP"
"Entpd3",0.4,0.00180742806213998,1.55357909979596e-05,"UMPpseudoUMP","15_vs_3","cor","cor | 15_vs_3 | UMPpseudoUMP"
"Entpd3",0.4,0.00180742806213998,1.55357909979596e-05,"UTPpseudoUTP","15_vs_3","cor","cor | 15_vs_3 | UTPpseudoUTP"
"Pkm",0.1,0.0479447764844679,0.00225883191189392,"UTPpseudoUTP","15_vs_3","cor","cor | 15_vs_3 | UTPpseudoUTP"
"Polr2l",-0.2,0.0273481716637418,0.000807227901849012,"UTPpseudoUTP","15_vs_3","cor","cor | 15_vs_3 | UTPpseudoUTP"
"Fto",0.1,0.00329909293289559,3.21027531582445e-05,"mAMP","15_vs_3","cor","cor | 15_vs_3 | mAMP"
"Fto",0.1,0.00329909293289559,3.21027531582445e-05,"m6Am","15_vs_3","cor","cor | 15_vs_3 | m6Am"
"Fto",0.1,0.00329909293289559,3.21027531582445e-05,"mA","15_vs_3","cor","cor | 15_vs_3 | mA"
"Ybx1",-0.1,0.00204185542423328,1.80475382128955e-05,"mChm5dC","15_vs_3","cor","cor | 15_vs_3 | mChm5dC"
"Cept1",0.2,0.0249780391400338,0.000239456655459608,"CMP","28_vs_18","cor","cor | 28_vs_18 | CMP"
"Birc6",0.3,0.0277618381222841,0.00030708625409007,"AMPdGMP","28_vs_18","cor","cor | 28_vs_18 | AMPdGMP"
"Herc1",0.3,0.0229764810255551,0.000181408308290613,"AMPdGMP","28_vs_18","cor","cor | 28_vs_18 | AMPdGMP"
"Huwe1",0.2,0.0316999718334206,0.000378982903483353,"AMPdGMP","28_vs_18","cor","cor | 28_vs_18 | AMPdGMP"
"Mycbp2",0.2,0.00949650430051962,3.07707960575496e-05,"AMPdGMP","28_vs_18","cor","cor | 28_vs_18 | AMPdGMP"
"Uba6",0.4,0.0277618381222841,0.000304940015342718,"AMPdGMP","28_vs_18","cor","cor | 28_vs_18 | AMPdGMP"
"Ube2a",0.2,0.0410148479415434,0.000637200058850397,"AMPdGMP","28_vs_18","cor","cor | 28_vs_18 | AMPdGMP"
"Ube3a",0.2,0.0229764810255551,0.000193411223407501,"AMPdGMP","28_vs_18","cor","cor | 28_vs_18 | AMPdGMP"
"Pkm",-0.1,0.0155002305820507,7.2738512228618e-05,"CTP","28_vs_18","cor","cor | 28_vs_18 | CTP"
"Herc1",0.3,0.0229764810255551,0.000181408308290613,"GMP","28_vs_18","cor","cor | 28_vs_18 | GMP"
"Arfgap1",-0.2,0.0239381558812017,0.000224670960225804,"GTP","28_vs_18","cor","cor | 28_vs_18 | GTP"
"Arfgap3",-0.3,0.0316999718334206,0.000374616393426068,"GTP","28_vs_18","cor","cor | 28_vs_18 | GTP"
"Herc1",0.3,0.0229764810255551,0.000181408308290613,"GTP","28_vs_18","cor","cor | 28_vs_18 | GTP"
"Iqgap1",0.3,0.0374864581796643,0.000531930747353896,"GTP","28_vs_18","cor","cor | 28_vs_18 | GTP"
"Pkm",-0.1,0.0155002305820507,7.2738512228618e-05,"GTP","28_vs_18","cor","cor | 28_vs_18 | GTP"
"Rasgrf1",-0.1,0.0189903321909056,0.000105344228451304,"GTP","28_vs_18","cor","cor | 28_vs_18 | GTP"
"Pkm",-0.1,0.0155002305820507,7.2738512228618e-05,"ITP","28_vs_18","cor","cor | 28_vs_18 | ITP"
